Pages,URL,HRef,Visits,% Visits
Nom(s) d'utilisateur correspondant(s) - Mon compte à Industrie Canada - Industrie Canada,http://www.ic.gc.ca/app/scr/registration-inscription/ForgotUsername.html?lang=fra,http://www.ic.gc.ca/app/scr/registration-inscription/ForgotUsername.html?lang=fra,3,1E-05
Access your account - My ISED Account - ISED,http://corporationscanada.ic.gc.ca/app/scr/registration-inscription/home.html?lang=eng,http://corporationscanada.ic.gc.ca/app/scr/registration-inscription/home.html?lang=eng,3,1E-05
,http://www.ic.gc.ca/eic/site/icgc.nsf/eng/07668.html,http://www.ic.gc.ca/eic/site/icgc.nsf/eng/07668.html,3,1E-05
,http://ito.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fra,http://ito.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fra,3,1E-05
,http://ito.ic.gc.ca/app/scr/registration-inscription/accueil.html,http://ito.ic.gc.ca/app/scr/registration-inscription/accueil.html,3,1E-05
,http://www-ic.fjgc-gccf.gc.ca/eic/site/icgc.nsf/eng/home,http://www-ic.fjgc-gccf.gc.ca/eic/site/icgc.nsf/eng/home,3,1E-05
Access your account - My ISED Account - ISED,http://ito.ic.gc.ca/app/scr/registration-inscription/home.html,http://ito.ic.gc.ca/app/scr/registration-inscription/home.html,3,1E-05
,http://ic.gc.ca/app/scr/registration-inscription/accueil.html?lang=fra,http://ic.gc.ca/app/scr/registration-inscription/accueil.html?lang=fra,3,1E-05
"Historique - Innovation, Sciences et Développement économique Canada",http://www.ic.gc.ca/eic/site/icgc.nsf/fra/h_00023.html,http://www.ic.gc.ca/eic/site/icgc.nsf/fra/h_00023.html,3,1E-05
"Mandate - Innovation, Science and Economic Development Canada",http://www.nuans.com/eic/site/icgc.nsf/eng/h_00018.html,http://www.nuans.com/eic/site/icgc.nsf/eng/h_00018.html,3,1E-05
,http://hults.sdaily.live/eic/site/icgc.nsf/fra/h_07033.html,http://hults.sdaily.live/eic/site/icgc.nsf/fra/h_07033.html,3,1E-05
,http://fednor.gc.ca/app/scr/registration-inscription/home.html,http://fednor.gc.ca/app/scr/registration-inscription/home.html,3,1E-05
,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07033.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07033.html,2,0
"Programs and initiatives - Innovation, Science and Economic Development Canada",http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07654.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07654.html,2,0
"Home - Innovation, Science and Economic Development Canada",http://devapache1.ic.gc.ca/eic/site/icgc.nsf/eng/home,http://devapache1.ic.gc.ca/eic/site/icgc.nsf/eng/home,2,0
"À propos de nous - Innovation, Sciences et Développement économique Canada",http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_07017.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_07017.html,2,0
"Notre organisation - Innovation, Sciences et Développement économique Canada",http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_00007.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_00007.html,2,0
Create an account - step 1 of 2 - My ISED Account - ISED,http://ic.gc.ca/app/scr/registration-inscription/register_email.html,http://ic.gc.ca/app/scr/registration-inscription/register_email.html,2,0
Points of Interest Map Administration,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/fl.html,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/fl.html,2,0
"Accueil - Innovation, Sciences et Développement économique Canada",http://www.ic.gc.ca./eic/site/icgc.nsf/fra/accueil,http://www.ic.gc.ca./eic/site/icgc.nsf/fra/accueil,2,0
,http://www.consumerinformation.ca/app/scr/registration-inscription/home.html?lang=eng,http://www.consumerinformation.ca/app/scr/registration-inscription/home.html?lang=eng,2,0
Changer votre mot de passe - Mon compte à Industrie Canada - Industrie Canada,http://www.ic.gc.ca/app/scr/registration-inscription/miseajour/miseajourMotDePasse.html,http://www.ic.gc.ca/app/scr/registration-inscription/miseajour/miseajourMotDePasse.html,2,0
,http://ito.ic.gc.ca/app/scr/registration-inscription/register_email.html?lang=eng,http://ito.ic.gc.ca/app/scr/registration-inscription/register_email.html?lang=eng,2,0
"Liste : formulaires, reports et guides... - Innovation, Sciences et Développement économique Canada",http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/07128.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/07128.html,2,0
,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?tpcId=1,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?tpcId=1,2,0
Mettre à jour vos renseignements personnels - Mon compte à Industrie Canada - Industrie Canada,http://www.ic.gc.ca/app/scr/registration-inscription/miseajour/miseajourDinfo.html,http://www.ic.gc.ca/app/scr/registration-inscription/miseajour/miseajourDinfo.html,2,0
Download a listing of points of interest for topic: Industries and business - Maps - Industry Canada,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?lang=eng&tpcId=5,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?lang=eng&tpcId=5,2,0
,http://www.crc.gc.ca/app/scr/registration-inscription/home.html,http://www.crc.gc.ca/app/scr/registration-inscription/home.html,2,0
Create an account - step 1 of 2 - My ISED Account - ISED,http://fednor.gc.ca/app/scr/registration-inscription/register_email.html?lang=eng,http://fednor.gc.ca/app/scr/registration-inscription/register_email.html?lang=eng,2,0
,http://www.ic.gc.ca/app/scr/registration-inscription/home.html?lang=eng\,http://www.ic.gc.ca/app/scr/registration-inscription/home.html?lang=eng\,2,0
,http://www.ic.gc.ca/eic/site/icgc.nsf/mail/ESZO-948R6P,http://www.ic.gc.ca/eic/site/icgc.nsf/mail/ESZO-948R6P,2,0
,http://corporationscanada.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fra,http://corporationscanada.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fra,2,0
,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?lang=eng&tpcId=1,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?lang=eng&tpcId=1,2,0
,http://ito.ic.gc.ca/app/scr/registration-inscription/CreerUnCompte.html?lang=fra,http://ito.ic.gc.ca/app/scr/registration-inscription/CreerUnCompte.html?lang=fra,2,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07661.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07661.html,1,0
,http://www1.ic.gc.ca/eic/site/ic-gc.nsf/eng/07398.html,http://www1.ic.gc.ca/eic/site/ic-gc.nsf/eng/07398.html,1,0
,http://ito.ic.gc.ca/eic/site/ic-gc.nsf/eng/07398.html,http://ito.ic.gc.ca/eic/site/ic-gc.nsf/eng/07398.html,1,0
,http://web.archive.org/web/20130203102627/http://www.ic.gc.ca/eic/site/icgc.nsf/eng/h_00018.html,http://web.archive.org/web/20130203102627/http://www.ic.gc.ca/eic/site/icgc.nsf/eng/h_00018.html,1,0
,http://www.ic.gc.ca/eic/site/icgc.nsf/fra/cartedusite.html,http://www.ic.gc.ca/eic/site/icgc.nsf/fra/cartedusite.html,1,0
Download a listing of points of interest for topic: - Maps - Industry Canada,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html,1,0
,http://nyberg.cheads.site/eic/site/icgc.nsf/fra/accueil,http://nyberg.cheads.site/eic/site/icgc.nsf/fra/accueil,1,0
,http://www.competitionbureau.gc.ca/app/scr/registration-inscription/accueil.html?lang=fra,http://www.competitionbureau.gc.ca/app/scr/registration-inscription/accueil.html?lang=fra,1,0
"Accueil - Innovation, Sciences et Développement économique Canada",http://www.ic.gc.ca/eic/site/icgc.nsf/fra/accueil����,http://www.ic.gc.ca/eic/site/icgc.nsf/fra/accueil����,1,0
"Home - Innovation, Science and Economic Development Canada",http://s3.amazonaws.com/lex-web-ui-codebuilddeploy-9in2m24lr-webappbucket-27fcjufokzio/www.ic.gc.ca/eic/site/icgc.nsf/eng/home.html,http://s3.amazonaws.com/lex-web-ui-codebuilddeploy-9in2m24lr-webappbucket-27fcjufokzio/www.ic.gc.ca/eic/site/icgc.nsf/eng/home.html,1,0
,http://ito.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=eng&tpcId=181,http://ito.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=eng&tpcId=181,1,0
,http://www.ic.gc.ca./eic/site/icgc.nsf/fra/h_00007.html,http://www.ic.gc.ca./eic/site/icgc.nsf/fra/h_00007.html,1,0
"Internet, radio et sans-fil - Cartes - Industrie Canada",http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=fra&tpcId=7,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=fra&tpcId=7,1,0
,http://www.ito.ic.gc.ca/app/scr/registration-inscription/accueil.html,http://www.ito.ic.gc.ca/app/scr/registration-inscription/accueil.html,1,0
,http://www.ito.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fra,http://www.ito.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fra,1,0
,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?lang=fra&tpcId=1,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?lang=fra&tpcId=1,1,0
,http://www.nuans.com/eic/site/icgc.nsf/eng/h_07016.html,http://www.nuans.com/eic/site/icgc.nsf/eng/h_07016.html,1,0
,http://www.cipo.ic.gc.ca/app/scr/registration-inscription/register.html,http://www.cipo.ic.gc.ca/app/scr/registration-inscription/register.html,1,0
Change your challenge question - My ISED Account - ISED,http://www.ic.gc.ca/app/scr/registration-inscription/update/updateSecretQuestion.html,http://www.ic.gc.ca/app/scr/registration-inscription/update/updateSecretQuestion.html,1,0
,http://www.cirb-ccri.gc.ca/app/scr/registration-inscription/register_email.html?lang=eng,http://www.cirb-ccri.gc.ca/app/scr/registration-inscription/register_email.html?lang=eng,1,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_00018.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_00018.html,1,0
Create an account - step 2 of 2 - My ISED Account - ISED,http://www.ic.gc.ca/app/scr/registration-inscription/register.html?lang=eng,http://www.ic.gc.ca/app/scr/registration-inscription/register.html?lang=eng,1,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07662.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07662.html,1,0
"Les agences de développement régional du Canada - Innovation, Sciences et Développement économique Canada",http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_07662.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_07662.html,1,0
"Hauts fonctionnaires et les secteurs - Innovation, Sciences et Développement économique Canada",http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_00019.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_00019.html,1,0
,http://www.ic.gc.ca/app/scr/registration-inscription/CreerUnCompte.html,http://www.ic.gc.ca/app/scr/registration-inscription/CreerUnCompte.html,1,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_07024.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_07024.html,1,0
Create an account - step 1 of 2 - My ISED Account - ISED,http://strategis.ic.gc.ca/app/scr/registration-inscription/register_email.html?lang=eng,http://strategis.ic.gc.ca/app/scr/registration-inscription/register_email.html?lang=eng,1,0
"Subscribe to receive newsletters and email updates - Innovation, Science and Economic Development Canada",http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07034.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07034.html,1,0
Créer un compte - étape 1 de 2 - Mon compte à Industrie Canada - Industrie Canada,http://www.competitionbureau.gc.ca/app/scr/registration-inscription/CreerUnCompte.html?lang=fra,http://www.competitionbureau.gc.ca/app/scr/registration-inscription/CreerUnCompte.html?lang=fra,1,0
Download a listing of points of interest for topic: - Maps - Industry Canada,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?lang=eng&tpcId=9,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?lang=eng&tpcId=9,1,0
,http://www.ic.gc.ca/eic/site/icgc.nsf/eng/sitemap.html,http://www.ic.gc.ca/eic/site/icgc.nsf/eng/sitemap.html,1,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_07654.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/fra/h_07654.html,1,0
,http://www-ic.fjgc-gccf.gc.ca/eic/site/icgc.nsf/eng/h_00022.html,http://www-ic.fjgc-gccf.gc.ca/eic/site/icgc.nsf/eng/h_00022.html,1,0
,http://www.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fr,http://www.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fr,1,0
,http://webarchive.bac-lac.gc.ca/wayback/20131002004525/https://www.ic.gc.ca/eic/site/icgc.nsf/eng/h_07026.html,http://webarchive.bac-lac.gc.ca/wayback/20131002004525/https://www.ic.gc.ca/eic/site/icgc.nsf/eng/h_07026.html,1,0
"Stay connected - Innovation, Science and Economic Development Canada",http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07031.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07031.html,1,0
Access your account - My ISED Account - ISED,http://strategis.ic.gc.ca/app/scr/registration-inscription/home.html?lang,http://strategis.ic.gc.ca/app/scr/registration-inscription/home.html?lang,1,0
,http://www.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fra.com,http://www.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fra.com,1,0
,http://www.ic.gc.ca/eic/site/icgc.nsf/frm-fra/MMCN-9VEL69,http://www.ic.gc.ca/eic/site/icgc.nsf/frm-fra/MMCN-9VEL69,1,0
,http://webarchive.bac-lac.gc.ca/wayback/20131001221022/http://www.ic.gc.ca/eic/site/icgc.nsf/eng/home,http://webarchive.bac-lac.gc.ca/wayback/20131001221022/http://www.ic.gc.ca/eic/site/icgc.nsf/eng/home,1,0
Change your password - My ISED Account - ISED,http://strategis.ic.gc.ca/app/scr/registration-inscription/update/updatePassword.html,http://strategis.ic.gc.ca/app/scr/registration-inscription/update/updatePassword.html,1,0
Download a listing of points of interest for topic: Investments in Canadian Post-Secondary Institutions - Maps - Industry Canada,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?tpcId=241,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?tpcId=241,1,0
,http://www.bureaudelaconcurrence.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?lang=fra&tpcId=181,http://www.bureaudelaconcurrence.gc.ca/app/scr/cmb-dgcm/poi-pi/hm/ccss.html?lang=fra&tpcId=181,1,0
,http://wayback.archive-it.org/eic/site/icgc.nsf/eng/home,http://wayback.archive-it.org/eic/site/icgc.nsf/eng/home,1,0
,http://www.ic.gc.ca/eic/site/icgc.nsf/fra/07045.html,http://www.ic.gc.ca/eic/site/icgc.nsf/fra/07045.html,1,0
Accéder à votre compte - Mon compte à Industrie Canada - Industrie Canada,http://www.cipo.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fra,http://www.cipo.ic.gc.ca/app/scr/registration-inscription/home.html?lang=fra,1,0
,http://ito.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=fra&tpcId=1,http://ito.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=fra&tpcId=1,1,0
,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=fra&tpcId=281,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=fra&tpcId=281,1,0
"Contact Innovation, Science and Economic Development Canada - Innovation, Science and Economic Development Canada",http://www.ic.gc.ca./eic/site/icgc.nsf/eng/h_07026.html,http://www.ic.gc.ca./eic/site/icgc.nsf/eng/h_07026.html,1,0
Financing - Maps - Industry Canada,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/ mp.html?lang=eng&tpcId=1,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/ mp.html?lang=eng&tpcId=1,1,0
,http://ito.ic.gc.ca/eic/site/ic-gc.nsf/fra/07398.html,http://ito.ic.gc.ca/eic/site/ic-gc.nsf/fra/07398.html,1,0
,http://www.ic.gc.ca/eic/site/icgc.nsf/eng/07045.html,http://www.ic.gc.ca/eic/site/icgc.nsf/eng/07045.html,1,0
"Home - Innovation, Science and Economic Development Canada",http://www-ic-gc-ca.proxy.bib.uottawa.ca/eic/site/icgc.nsf/eng/home,http://www-ic-gc-ca.proxy.bib.uottawa.ca/eic/site/icgc.nsf/eng/home,1,0
"Home - Innovation, Science and Economic Development Canada",http://s3.amazonaws.com/ised-lex-web-ui-pipe-pipeline-2uiogg-webappbucket-ihtkgy7w2vl4/www.ic.gc.ca/eic/site/icgc.nsf/eng/home.html,http://s3.amazonaws.com/ised-lex-web-ui-pipe-pipeline-2uiogg-webappbucket-ihtkgy7w2vl4/www.ic.gc.ca/eic/site/icgc.nsf/eng/home.html,1,0
Portail de découverte de projet du PLCN – Projets actuels - Cartes - Industrie Canada,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=fra&tpcId=282,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=fra&tpcId=282,1,0
Inclusive Innovation Agenda Engagement Sessions - Maps - Industry Canada,http://oti.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=eng&tpcId=181,http://oti.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=eng&tpcId=181,1,0
,http://www.ic.gc.ca/eic/site/icgc.nsf/eng/07110.html,http://www.ic.gc.ca/eic/site/icgc.nsf/eng/07110.html,1,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07017.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07017.html,1,0
,http://www-ic-gc-ca.acces.bibl.ulaval.ca/eic/site/icgc.nsf/fra/accueil,http://www-ic-gc-ca.acces.bibl.ulaval.ca/eic/site/icgc.nsf/fra/accueil,1,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_00279.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_00279.html,1,0
Odyssée des sciences – Activités - Cartes - Industrie Canada,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=fra&tpcId=121,http://www.ic.gc.ca/app/scr/cmb-dgcm/poi-pi/mp.html?lang=fra&tpcId=121,1,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_00019.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_00019.html,1,0
,http://www.ic.gc.ca.acces.bibl.ulaval.ca/eic/site/icgc.nsf/fra/accueil,http://www.ic.gc.ca.acces.bibl.ulaval.ca/eic/site/icgc.nsf/fra/accueil,1,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07015.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07015.html,1,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07655.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07655.html,1,0
,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07016.html,http://www1.ic.gc.ca/eic/site/icgc.nsf/eng/h_07016.html,1,0
,http://www.crc.gc.ca/app/scr/registration-inscription/home.html?lang=eng,http://www.crc.gc.ca/app/scr/registration-inscription/home.html?lang=eng,1,0
